"Title","Date","Link","Summary"
"北京破产法庭六年来挽救126家困境企业 助力8家上市公司成功化解退市风险","11/26/2025 20:52","https://finance.eastmoney.com/a/202511263575734831.html","上证报中国证券网讯（记者窦世平）北京一中院副院长李忠勇11月26日在北京市“促进法治化营商环境建设助力首都经济高质量发展”新闻发布会上表示，北京破产法庭成立六年来审结案件11010件，成功挽救126家..."
"北京启动专项行动！严打网上非法金融活动及“黑灰产”乱象","11/26/2025 20:46","https://finance.eastmoney.com/a/202511263575736635.html","北京商报讯11月26日，北京市网信办会同北京金融监管局联合部署开展为期3个月的“清朗京华·金融守护”金融领域网络乱象治理专项行动，以高压态势严打网上非法金融活动及“黑灰产”乱象。当前，部分金融领域“黑..."
"“万亿级消费领域”来了，六部门发文部署促消费","11/26/2025 20:44","https://finance.eastmoney.com/a/202511263575685111.html","增强供需适配性是进一步释放消费潜力、畅通经济循环的有效举措。工信部、国家发改委等六部门联合印发《关于增强消费品供需适配性进一步促进消费的实施方案》（下称《方案》）11月26日对外公布。工信部消费品工业..."
"谌贻琴在博士后工作座谈会上强调 深入实施新时代人才强国战略 构建具有国际竞争力的博士后制度体系","11/26/2025 20:44","https://finance.eastmoney.com/a/202511263575659381.html","新华社北京11月26日电博士后工作座谈会26日在京举行，国务委员谌贻琴出席会议并讲话。谌贻琴指出，我国博士后制度实施40年来取得显著成绩，培养了一大批博士后青年人才，取得了一大批高水平研究成果。特别是..."
"文化投资正当时：大湾区浮现五大趋势四大赛道","11/26/2025 20:38","https://finance.eastmoney.com/a/202511263575738158.html","南方财经记者魏彤广州报道2025粤港澳大湾区文化产业投资大会（广东·广州）会场外，来自深圳的众擎机器人正灵活地翻着跟斗，直接向在场的投资人拉起了“投资”，引来不少与会人员驻足拍摄。谁也想不到，眼前动作..."
"形成3个万亿级消费领域！促消费新政剑指AI、机器人等赛道","11/26/2025 20:38","https://finance.eastmoney.com/a/202511263575738071.html","21世纪经济报道记者周慧北京报道11月26日，工业和信息化部、国家发展改革委、商务部、文化和旅游部、中国人民银行和市场监管总局联合印发《关于增强消费品供需适配性进一步促进消费的实施方案》（以下简称《方..."
"2025大湾区科学论坛将在粤港澳三地同步举办","11/26/2025 20:37","https://finance.eastmoney.com/a/202511263575737476.html","11月26日，2025大湾区科学论坛新闻发布会在广州举行。会上通报，以“智创湾区产研共融”为主题的2025大湾区科学论坛定于12月6日至8日在粤港澳三地同步举办，开幕式和主论坛将于12月7日上午在广州..."
"优先向轨道交通站点周边供地、聚焦“好房子”建设！北京“十五五”规划建议定调未来5年楼市","11/26/2025 20:33","https://finance.eastmoney.com/a/202511263575738858.html","11月26日，《中共北京市委关于制定北京市国民经济和社会发展第十五个五年规划的建议》（以下简称《建议》）发布，将房地产政策纳入“着力保障和改善民生”重点任务，明确以“持续推进住有所居”为目标，推动房地..."
"深交所组织上市公司澳大利亚路演，宣介中国经济高质量发展投资机遇","11/26/2025 20:29","https://finance.eastmoney.com/a/202511263575740190.html","据深交所消息，11月26日，深交所组织上市公司赴澳大利亚举办“投资中国新机遇”—深市上市公司悉尼路演交流会，旨在向当地投资者面对面讲好上市公司创新发展故事，展示“十五五”时期中国经济高质量发展前景，宣..."
"专访吉姆·罗杰斯：中国经济正在进入一个新的繁荣期","11/26/2025 20:21","https://finance.eastmoney.com/a/202511263575740339.html","南方财经21世纪经济报道记者周蕊美国纽约报道过去五年，中国经历了全球供应链重塑、内部经济结构调整以及新一轮科技革命的推动，经济正在从高速增长阶段迈向高质量发展阶段，更加强调创新驱动、绿色转型、产业升级..."
"许家印前妻 突发！","11/26/2025 20:18","https://finance.eastmoney.com/a/202511263575684974.html","【导读】丁玉梅在三个加拿大银行账户中持有约1.37亿加元的资产，同时在直布罗陀、泽西岛和新加坡拥有账户，总价值超过2.2亿美元大家好，关注一下许家印前妻丁玉梅的消息。11月26日，香港法院扩大了对中国..."
"两部门：明年争取每省份推动建设1所示范性残疾人托养照护服务机构","11/26/2025 20:17","https://finance.eastmoney.com/a/202511263575740828.html","民政部、中国残联日前联合部署加强重度残疾人托养照护服务工作，2026年争取每个省份要推动建设1所示范性残疾人托养照护服务机构。两部门要求，各地要加快推动重度残疾人托养照护服务扩容提质增效，加强系统排查..."
"英国官方下调2026年增长预期至1.4%","11/26/2025 20:13","https://finance.eastmoney.com/a/202511263575612812.html","英国官方下调2026年增长预期至1.4%，原为1.9%。"
"市场监管总局：已累计发布262项与适老化、无障碍相关的国家标准","11/26/2025 20:12","https://finance.eastmoney.com/a/202511263575741138.html","上证报中国证券网讯（记者陈芳）市场监管总局标准技术司副司长王玉环26日在专题发布会上介绍，近年来，市场监管总局加强协同联动，重点加快适老化公共基础设施、适老家居环境设计、适老产品研发、解决老年人数字鸿..."
"市场监管总局：以标准化促进养老事业和养老产业协同发展","11/26/2025 20:12","https://finance.eastmoney.com/a/202511263575740935.html","上证报中国证券网讯（记者陈芳）市场监管总局标准技术司副司长王玉环26日在市场监管总局专题发布会上介绍，下一步，市场监管总局（国家标准委）将持续加强同民政部等相关部门的协同配合，以标准化为切入点和发力点..."
"信用修复新规来了：建立三级失信分类体系， 确立“信用中国” 网站统一受理机制","11/26/2025 20:11","https://finance.eastmoney.com/a/202511263575741583.html","11月26日，发改委网站正式发布《信用修复管理办法》（以下简称《办法》），标志着我国信用修复制度有了明确标准。2025年政府工作报告和中办、国办印发的《关于健全社会信用体系的意见》明确提出要“构建统一..."
"我国低品位、共伴生矿产资源量大幅激活","11/26/2025 20:10","https://finance.eastmoney.com/a/202511263575663621.html","新华财经北京11月26日电（记者王立彬）通过推动绿色矿山建设、创新工艺技术、推广先进适用技术，我国钴、铼、镍、铟等低品位、共伴生资源量大幅增长。记者26日从自然资源部获悉，在全国绿色矿山建设过程中，我..."
"《疯狂动物城2》成中国影史进口动画电影单日票房冠军","11/26/2025 20:08","https://finance.eastmoney.com/a/202511263575611680.html","【《疯狂动物城2》成中国影史进口动画电影单日票房冠军】据猫眼专业版数据，电影《疯狂动物城2》上映首日票房突破2.13亿，成中国影史进口动画电影单日票房冠军。"
"我国低品位、共伴生矿产资源量大幅激活","11/26/2025 20:07","https://finance.eastmoney.com/a/202511263575610572.html","【我国低品位、共伴生矿产资源量大幅激活】据自然资源部消息，在全国绿色矿山建设过程中，我国矿山企业将开采回采率、选矿回收率、综合利用率“三率”标准作为约束性指标，资源节约集约利用水平有效提升。通过开展低..."
"破局数字贸易新赛道 全球跨境电商生态大会在义乌举办","11/26/2025 20:06","https://finance.eastmoney.com/a/202511263575741664.html","上证报中国证券网讯（记者杨烨）11月25日，首届中国（浙江）跨境电商进出口交易会全球跨境电商生态大会在义乌国际博览中心成功举办。论坛以“生态聚合·数智破局——跨境电商引领全球贸易新增长”为核心主题，汇..."
"记者观察 | 从“资源觉醒”到“价值爆发” 这三场发布会“含金量”十足","11/26/2025 20:03","https://finance.eastmoney.com/a/202511263575741778.html","上证报中国证券网讯（记者于祥明）数据，被称为数字经济时代的“石油”，对它的“开采”和“炼化”正在逐步深化。今年以来，国家数据局举办的“数据价值化，我们在行动”系列新闻发布会已有三场，各方透露出的诸多信..."
"记者观察 | 从 “刺激” 到 “适配” 消费与供给进入双向奔赴阶段","11/26/2025 20:03","https://finance.eastmoney.com/a/202511263575741813.html","上证报中国证券网讯（记者李雁争）11月中旬召开的国务院常务会议明确提出，增强供需适配性是进一步释放消费潜力、畅通经济循环的有效举措。这一部署标志着我国促消费政策思路已从过去的单一刺激转向系统适配，消费..."
"前三季度逾三成房企营收净利双增：一边穿越周期 一边修复业绩","11/26/2025 20:00","https://finance.eastmoney.com/a/202511263575605137.html","随着三季报披露收官，上市房企业绩数据已悉数出炉。在楼市调整期，房企的业绩也普遍处于调整阶段，缩表仍是主流，但也有部分房企出业绩逆势增长。Wind数据显示，今年前三季度，77家A股上市房企的营业收入总规..."
"股市面面观丨强化投资者保护 年内强制退市公司已达24家","11/26/2025 19:52","https://finance.eastmoney.com/a/202511263575601922.html","新华财经上海11月26日电临近2025年年终，A股市场再添重大违法强制退市案例。11月25日晚间，*ST苏吴（600200）和*ST东通（300379）均发布公告称，因触及重大违法强制退市的情形，公司..."
"21小时完成 青岛港刷新粮食码头行业接卸纪录","11/26/2025 19:50","https://finance.eastmoney.com/a/202511263575600135.html","人民财讯11月26日电，11月26日12时，在青岛港董家口港区北三粮食码头，随着全自动化粮食卸船机顺利出舱，满载68250吨小麦的粮食船仅用21小时便完成全部接卸，刷新了国内粮食码头行业接卸新纪录。"
"“供需适配”新政将助家电智能绿色升级，国补会否延续仍需观察","11/26/2025 19:49","https://finance.eastmoney.com/a/202511263575687196.html","工信部、国家发改委、商务部、文旅部、中国人民银行和市场监管总局近日联合印发的《关于增强消费品供需适配性进一步促进消费的实施方案》（下称《方案》）多处提及家电创新。业界认为，新政策将助力家电智能化、绿色..."
"11月26日晚市要闻","11/26/2025 19:47","https://finance.eastmoney.com/a/202511263575599560.html","南方财经11月26日电，今日晚市要闻内容如下：六部门印发《关于增强消费品供需适配性进一步促进消费的实施方案》。保险业协会：监管未批准或备案任何名称为“安我股保”的保险产品。广东印发《广东省金融支持企业..."
"忙完“双十一”忙“黑五”，外贸商家开启“接力赛”","11/26/2025 19:46","https://finance.eastmoney.com/a/202511263575703373.html","“双十一”的物流热潮尚未褪去，“黑色星期五”的海外促销战又已打响。企业销售忙近期，苏州菠萝健康科技有限公司内一派繁忙景象。筋膜枪、涡轮风扇等主力产品正加紧生产、打包、发货。“‘黑五’是海外平台年度最重..."
"多地年末发债 扎堆投向政府引导基金：广东规模超160亿 加码科技创新","11/26/2025 19:45","https://finance.eastmoney.com/a/202511263575703431.html","多地将专项债“活水”，引入了政府投资引导基金。综合多地财政部门公开信息，广东、四川、上海将于11月28日合计发行200亿元专项债券，分别注入广东省政府投资基金、成都市创业投资基金和上海未来产业基金；深..."
"我国明确示范性残疾人托养照护服务机构阶段性建设目标","11/26/2025 19:36","https://finance.eastmoney.com/a/202511263575663876.html","记者11月26日从民政部获悉，民政部、中国残联26日召开全国重度残疾人托养照护服务工作推进视频会，提出到2026年，推动全国各省建设至少1所示范性残疾人托养照护服务机构。据介绍，我国有1700多万持证..."
"迎峰度冬 环渤海动力煤价格持稳运行","11/26/2025 19:35","https://finance.eastmoney.com/a/202511263575678467.html","新华财经太原11月26日电（记者张磊）秦皇岛煤炭网26日发布的环渤海动力煤价格指数报收于698元／吨，环比持平。分析认为，本周动力煤现货市场结束前期强势上涨格局，呈现“高位回落、博弈加剧”的特征，尽管..."
"农行副行长：今年以来，农行在长三角区域科技贷款增量超2500亿元","11/26/2025 19:34","https://finance.eastmoney.com/a/202511263575578595.html","11月25日，中国农业银行党委委员、副行长王文进在中国农业银行长三角创新发展协同会暨“123+”金融赋能科技创新专项活动上表示，科技创新在长三角创新协同发展中居于核心引领地位，在发展新质生产力、打造核..."
